Binomial,Realm,TrophicLevel,TrophicNiche,ForagingNiche,Family,Order,Habitat,PrimaryLifestyle,MinLatitude,MaxLatitude,CentroidLatitude,CentroidLongitude,RangeSize,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Secondary1,Tail.Length,Mass
Pycnonotus_striatus,Indo_Malay,Omnivore,Omnivore,NA,Pycnonotidae,Passeriformes,Forest,Insessorial,16.98,29.42,23.15,98.5,1082921.86,19.5,10,4.2,5.2,18,102.8,79.9,96,52
Pycnonotus_taivanus,Indo_Malay,Herbivore,Omnivore,NA,Pycnonotidae,Passeriformes,Forest,Insessorial,21.9,24.06,23.06,121.12,7274.28,16.7,8.5,4.9,5,19.8,88.1,73,79.6,26.1
Pycnonotus_tympanistrigus,Indo_Malay,Herbivore,Frugivore,Fugivore glean,Pycnonotidae,Passeriformes,Forest,Insessorial,-5.48,5.48,0.68,99.7,97157.16,13.1,6.7,3.4,3.8,14.5,74.5,63.1,71,33.5
Pycnonotus_urostictus,Indo_Malay,Herbivore,Frugivore,Fugivore glean,Pycnonotidae,Passeriformes,Forest,Insessorial,5.56,18.65,11.64,123.3,207679.01,15.4,7.8,3.6,4.2,16.4,78.5,66.4,84.5,24.8
Pycnonotus_xantholaemus,Indo_Malay,Herbivore,Frugivore,Fugivore glean,Pycnonotidae,Passeriformes,Forest,Insessorial,8.72,17.67,13.53,77.68,346866.77,16.2,8.4,3.5,4.6,18.6,87.5,75.9,87,33.5
Pycnonotus_xanthopygos,Palearctic,Herbivore,Frugivore,Fugivore glean,Pycnonotidae,Passeriformes,Shrubland,Insessorial,12.59,37.5,23.04,43.11,1313216.5,18.6,9.4,3.9,5.1,20,93.2,78.6,89.8,37.6
Pycnonotus_xanthorrhous,Palearctic,Herbivore,Frugivore,Fugivore glean,Pycnonotidae,Passeriformes,Shrubland,Insessorial,18.01,34.71,27.08,106.25,1741022.34,17.6,9.1,4,4.3,20,89.5,75.3,94,26.9
Pycnonotus_zeylanicus,Indo_Malay,Herbivore,Frugivore,Fugivore glean,Pycnonotidae,Passeriformes,Forest,Insessorial,-5.18,7.36,2.15,111.51,656927.06,24.8,13.2,5.1,6.9,25.8,114.2,101.7,104.8,86.2
Pycnoptilus_floccosus,Australian,Carnivore,Invertivore,Invertivore ground,Acanthizidae,Passeriformes,Forest,Terrestrial,-39,-30.93,-35.35,148.68,244748.61,14.9,7.2,3.4,3.7,27.9,67.5,59.2,71.5,28.9
Pycnopygius_cinereus,Australian,Herbivore,Omnivore,NA,Meliphagidae,Passeriformes,Forest,Insessorial,-10.16,-0.4,-5.63,142.98,106235.8,25.1,13.2,4,5,28.2,100.5,78.7,91.5,44.8
Pycnopygius_ixoides,Australian,Herbivore,Omnivore,NA,Meliphagidae,Passeriformes,Forest,Insessorial,-10.73,-0.34,-4.88,141.11,459537.02,18.7,9.9,3.2,4,21.6,83.1,68.6,69.6,27.6
Pycnopygius_stictocephalus,Australian,Herbivore,Omnivore,NA,Meliphagidae,Passeriformes,Forest,Insessorial,-10.73,-0.34,-5.36,141,629677.66,20.4,11.5,4.6,4.9,21.9,106.4,83.7,88.7,38.5
Pygarrhichas_albogularis,Neotropic,Carnivore,Invertivore,Invertivore bark,Furnariidae,Passeriformes,Forest,Insessorial,-55.98,-32.57,-45.2,-72.27,470695.91,21.8,15.9,3.2,5.1,19.4,79.7,62,56.2,24
Pygiptila_stellaris,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Thamnophilidae,Passeriformes,Forest,Insessorial,-14.61,7.42,-3.77,-64.02,4691696.06,22.1,13.7,6.4,6.8,20,77,67.6,40.6,24.1
Pygochelidon_cyanoleuca,Neotropic,Carnivore,Invertivore,Invertivore aerial,Hirundinidae,Passeriformes,Human Modified,Aerial,-55.6,12.46,-21.2,-59.36,10370376.43,9.1,4.2,3.4,2.2,9.6,88,47.2,44.2,9.7
Pygoscelis_adeliae,Antarctic,Carnivore,Aquatic predator,Aquatic dive,Spheniscidae,Sphenisciformes,Marine,Aquatic,-78.19,-54.4,-70.24,99.28,148210.8,59,24.2,13.7,17.7,31.8,96.7,89.5,132.2,4847.7
Pygoscelis_antarcticus,Antarctic,Carnivore,Aquatic predator,Aquatic dive,Spheniscidae,Sphenisciformes,Marine,Aquatic,-68.89,-53.97,-61.33,-39.89,12591.58,62.4,34,15,20.5,27,100.5,95.7,128.5,4146.1
Pygoscelis_papua,Antarctic,Carnivore,Aquatic predator,Aquatic dive,Spheniscidae,Sphenisciformes,Marine,Aquatic,-64.78,-45.97,-54.31,-25.6,31443.71,64.8,37.8,12.4,17,33,126.1,119.8,122.8,5933
Pyrenestes_minor,Afrotropic,Herbivore,Granivore,Generalist,Estrildidae,Passeriformes,Forest,Generalist,-21.47,-6.42,-13.34,36.04,437153.58,11.3,7.9,5.8,8.2,16.2,59.2,50,53.2,19.4
Pyrenestes_ostrinus,Afrotropic,Herbivore,Granivore,Generalist,Estrildidae,Passeriformes,Forest,Generalist,-13.88,11.09,-0.36,17.98,4722415.54,15.2,10.9,7.9,11.6,18.5,66,54.7,52.5,22.4
Pyrenestes_sanguineus,Afrotropic,Herbivore,Granivore,Generalist,Estrildidae,Passeriformes,Shrubland,Generalist,4.35,13.97,7.97,-9,420440.4,13.1,9.7,6.4,9.8,17.8,60.8,50.2,48.8,19.2
Pyriglena_atra,Neotropic,Carnivore,Invertivore,Invertivore sally ground,Thamnophilidae,Passeriformes,Forest,Insessorial,-12.64,-11.17,-12.11,-38.05,4969.97,17.8,11,4.6,5.5,27.6,76.2,70.9,71.5,32
Pyriglena_leuconota,Neotropic,Carnivore,Invertivore,Generalist,Thamnophilidae,Passeriformes,Forest,Insessorial,-21.11,2.14,-9.69,-55.78,1982603.49,19.9,11.2,4.6,5.7,29.7,75.5,68.8,76.3,32.3
Pyriglena_leucoptera,Neotropic,Carnivore,Invertivore,Generalist,Thamnophilidae,Passeriformes,Forest,Insessorial,-29.94,-13.38,-22.45,-48.41,1228571.5,18.9,11.5,4,5.3,29.1,77.8,71.5,75.1,28.8
Pyrilia_aurantiocephala,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,-9.6,-2.42,-6.51,-56.33,351727.85,22.2,18.5,10.4,16.9,14,153.7,111.9,69.1,141.4
Pyrilia_barrabandi,Neotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,-15,7.54,-4.55,-67.41,3467636.9,27.8,20.7,12.2,19.1,16.7,162,103.5,68.5,140
Pyrilia_caica,Neotropic,Herbivore,Granivore,Granivore arboreal,Psittacidae,Psittaciformes,Forest,Insessorial,-3.14,8.19,2.63,-57.6,1290463.27,26.4,19,12,18.2,14.6,146.2,90.8,65,132
Pyrilia_haematotis,Neotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,7.04,19.04,14.68,-87.5,430103.87,26.4,19,10.4,18.3,16.2,153.8,99.2,72,149
Pyrilia_pulchra,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,-3.6,6.82,2.28,-78.2,92646.19,27.4,20,10.8,19.5,15.9,150,95.3,62.3,150
Pyrilia_pyrilia,Neotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,0.56,10.84,7.59,-74.11,152700.71,23.9,17,9.8,15.3,14.2,141.8,83.5,69.5,132.5
Pyrilia_vulturina,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,-9.6,-0.58,-4.9,-53.27,886478.71,25.4,18.8,10.3,16.8,14.9,149.8,97,68.2,145
Pyrocephalus_rubinus,Neotropic,Carnivore,Invertivore,Invertivore sally air,Tyrannidae,Passeriformes,Woodland,Insessorial,-41.16,39.48,-0.22,-79.93,8469498.61,14.7,9.7,5.1,4,16.4,73.6,58,56.3,14.4
Pyroderus_scutatus,Neotropic,Omnivore,Frugivore,Generalist,Cotingidae,Passeriformes,Forest,Insessorial,-30.68,11.04,-17.64,-52.87,2116677.8,43.2,26.3,14.6,15.9,43.7,224.8,183.8,150.7,357
Pyrrhocoma_ruficeps,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Thraupidae,Passeriformes,Forest,Insessorial,-29.97,-19.49,-25.88,-51.1,611568.56,15.5,8.9,4.8,5.8,21.2,63.8,54.8,59.2,15.6
Pyrrhocorax_graculus,Palearctic,Carnivore,Invertivore,Invertivore ground,Corvidae,Passeriformes,Rock,Terrestrial,27.23,52.77,38.96,65.01,3556954.7,33.7,22.2,8.2,10,43.2,263.8,169,166.8,211
Pyrrhocorax_pyrrhocorax,Palearctic,Carnivore,Invertivore,Invertivore ground,Corvidae,Passeriformes,Rock,Terrestrial,5.45,57.54,40.2,85.68,12981520.53,50.3,39.8,10.8,11.9,47.8,265.5,164.4,131,276.7
Pyrrholaemus_brunneus,Australian,Omnivore,Invertivore,Generalist,Acanthizidae,Passeriformes,Woodland,Insessorial,-36.08,-18.67,-27.58,129.08,3285337.24,13.2,7.4,3,3.5,20.8,55.1,49.2,53,12.5
Pyrrhomyias_cinnamomeus,Neotropic,Carnivore,Invertivore,Invertivore sally air,Tyrannidae,Passeriformes,Forest,Insessorial,-27.35,11.15,-5.78,-72.17,539963.44,13.5,7,4.8,3.1,12.1,69.8,50.9,62.7,9.9
Pyrrhoplectes_epauletta,Palearctic,Herbivore,Granivore,Generalist,Fringillidae,Passeriformes,Forest,Generalist,24.43,30.1,27.27,97.89,179167.72,14.3,8.9,6.3,7.8,18.8,75.5,63.2,55.5,19
Pyrrhula_aurantiaca,Indo_Malay,Herbivore,Granivore,Granivore ground,Fringillidae,Passeriformes,Forest,Generalist,30.23,36.13,33.45,74.8,115572.74,11.2,7.3,6.7,7.9,15.2,77.9,60.6,58.2,19.3
Pyrrhula_erythaca,Palearctic,Herbivore,Omnivore,NA,Fringillidae,Passeriformes,Forest,Insessorial,21.49,43.22,30.48,103.21,2188959.5,12.3,7.8,7.2,8.6,17.5,81.4,64.7,71.9,19
Pyrrhula_erythrocephala,Indo_Malay,Herbivore,Granivore,Granivore arboreal,Fringillidae,Passeriformes,Forest,Insessorial,26.77,33.52,29.13,83.45,283133.57,11.3,7.4,7,8.3,16.3,77.5,64.6,66.8,22.3
Pyrrhula_leucogenis,Indo_Malay,Herbivore,Omnivore,NA,Fringillidae,Passeriformes,Forest,Insessorial,6.91,18.33,13.68,122.44,16930.87,13.9,9.6,8.8,10.4,17.2,77,63.7,67,19
Pyrrhula_murina,Palearctic,Herbivore,Granivore,Granivore arboreal,Fringillidae,Passeriformes,Woodland,Insessorial,37.73,37.84,37.79,-25.24,144.43,12.4,9.8,8.8,10.1,20.6,84.9,63.4,71,30
Pyrrhula_nipalensis,Indo_Malay,Herbivore,Omnivore,NA,Fringillidae,Passeriformes,Forest,Insessorial,3.32,32.82,25.85,103.22,2214487.21,13.8,9.3,8.7,10,16.2,85.1,67.2,74.8,24.6
Pyrrhula_pyrrhula,Palearctic,Herbivore,Omnivore,NA,Fringillidae,Passeriformes,Forest,Insessorial,33.14,70.4,56.29,75.68,17864017.39,14.3,8.6,8,9,18.2,91,69.6,68.6,24.3
Pyrrhura_albipectus,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,-5.24,-2.38,-3.98,-78.72,7882.39,21.8,16.5,11.9,19.4,14.8,135.2,81.8,113.9,103.8
Pyrrhura_calliptera,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,4.22,7.42,4.69,-73.68,1022.08,24.6,18.2,11.6,19.1,12.8,134.5,81.8,112.2,75.9
Pyrrhura_cruentata,Neotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,-22.95,-12.37,-18.24,-40.6,10274.69,22.4,19.1,11.9,22.6,15.7,148,88.5,131.8,75.9
Pyrrhura_devillei,Neotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,-22.56,-17.92,-20.57,-57.03,143503.09,20.8,16.3,11.3,17,14.4,125,73.5,117.8,75.9
Pyrrhura_egregia,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,4.55,6.41,5.54,-61.28,51342.2,21.7,16.7,10.7,19,13.5,131,77.8,115.2,66.3
Pyrrhura_frontalis,Neotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,-33.56,-9.48,-22.57,-48.65,1704534.47,22.8,17.2,11.9,18.4,12.2,132.5,79.1,127.5,72
Pyrrhura_griseipectus,Neotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,-5.07,-4.07,-4.28,-38.91,686.2,16,13,9.1,15,11.7,110.5,66.8,110,75.9
Pyrrhura_hoematotis,Neotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,9.65,10.56,10.26,-67.7,6303.91,18.2,15.5,9.6,18.8,13,125.2,72.5,111.5,68.7
Pyrrhura_hoffmanni,Neotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,8.48,9.86,9.24,-83.02,8001.11,19.3,16.2,11.4,19.3,13.2,128.5,76,104.8,82.2
Pyrrhura_lepida,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,-7.97,-0.11,-3.9,-48.94,548390.11,20,15.6,10.2,16.2,13.1,123.8,75.4,112.2,75
Pyrrhura_leucotis,Neotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,-23.08,11.22,-15.91,-44.19,306685.93,16.1,13.5,8.7,16.1,11.7,114.8,67.2,106.8,75.9
Pyrrhura_melanura,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,-11.01,5.85,-0.97,-70.69,1536094.39,20.4,16.2,10.5,18.4,13.5,127.9,73.5,113,70.5
Pyrrhura_molinae,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Woodland,Insessorial,-27.54,-13.66,-17.59,-61.89,675243.93,22.1,16.6,11.1,18.9,12.6,131.2,80,137,77.1
Pyrrhura_orcesi,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,-3.54,-2.69,-3.26,-79.58,744.67,22.4,16.6,11.8,18.1,12.1,130,80.5,101,70.8
Pyrrhura_perlata,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,-16.12,-2.48,-9.85,-58.91,1128815.89,20.2,17,11,17.5,13,130,94,103.6,75
Pyrrhura_pfrimeri,Neotropic,Herbivore,Omnivore,NA,Psittacidae,Psittaciformes,Forest,Insessorial,-14.93,-11.86,-13.49,-46.66,7185.79,17.4,14.9,10.3,16.2,11,118.4,79.1,116.7,75.9
Pyrrhura_picta,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,-16.71,11.18,-2.36,-61.81,2934508.29,19.4,15.1,9.8,17.1,13,119.2,72,110.8,62.1
Pyrrhura_rhodocephala,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,7.95,9.79,8.7,-71.07,11585.27,21,16.4,10.2,18.3,10.7,132.5,82.1,107.2,75.9
Pyrrhura_rupicola,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,-15.89,-8.18,-11.14,-70.11,545590.25,21.3,16.5,11.2,17.9,13.9,120.2,74.7,114.8,75
Pyrrhura_viridicata,Neotropic,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaciformes,Forest,Insessorial,10.89,11.19,11.01,-73.76,459.42,21.8,16.5,11.3,18.5,14.5,136.5,85.7,115.8,75.9
Pyrrhurus_scandens,Afrotropic,Omnivore,Invertivore,Invertivore glean arboreal,Pycnonotidae,Passeriformes,Forest,Insessorial,-9.09,13.54,3.97,10.99,3269576.15,22.6,12.2,4.9,5.6,23.7,107.5,92.9,100.5,43.8
Pytilia_afra,Afrotropic,Herbivore,Granivore,Granivore ground,Estrildidae,Passeriformes,Shrubland,Terrestrial,-24.14,9.95,-12.98,27.23,3386528.43,11.4,7.3,5.5,5.6,14.9,60.2,50.3,33,16.6
Pytilia_hypogrammica,Afrotropic,Herbivore,Granivore,Granivore ground,Estrildidae,Passeriformes,Woodland,Terrestrial,4.22,11.65,8.17,3.35,818060.77,11.8,8.5,5.4,5.3,13.9,54.5,46.3,32,14.8
Pytilia_lineata,Afrotropic,Omnivore,Omnivore,NA,Estrildidae,Passeriformes,Woodland,Terrestrial,7.04,14.46,10.01,37.4,222730.64,13.2,8.2,5.6,5.2,16.6,56.5,46.5,35,14.3
Pytilia_melba,Afrotropic,Herbivore,Granivore,Granivore ground,Estrildidae,Passeriformes,Shrubland,Terrestrial,-30.38,17.55,-4.63,27.2,6033419.1,13.5,9.1,4.9,6,14.6,56.8,50.7,46.4,15.4
Pytilia_phoenicoptera,Afrotropic,Herbivore,Granivore,Granivore ground,Estrildidae,Passeriformes,Woodland,Terrestrial,1.72,14.73,8.94,7.15,1507011.59,11.9,7.7,5.3,5.3,15.4,55.2,45.1,38.5,14.5
Quelea_cardinalis,Afrotropic,Herbivore,Granivore,Granivore ground,Ploceidae,Passeriformes,Grassland,Terrestrial,-15.15,6.29,-1.84,34.36,671909.82,12.7,8.2,5.3,7.1,17,57.6,46.6,33.8,12.7
Quelea_erythrops,Afrotropic,Herbivore,Granivore,Granivore ground,Ploceidae,Passeriformes,Grassland,Terrestrial,-30.74,15.33,0.95,13,2572021.83,15.6,9.7,5.6,7.6,17.3,61.3,47.6,35.6,19.3
Quelea_quelea,Afrotropic,Herbivore,Granivore,Granivore arboreal,Ploceidae,Passeriformes,Grassland,Generalist,-33.92,19.29,-6.37,24.74,10621873.64,15.1,9.9,5.7,7.8,18,66.2,49.4,39.1,18.6
Querula_purpurata,Neotropic,Omnivore,Frugivore,Fugivore aerial,Cotingidae,Passeriformes,Forest,Insessorial,-15.51,11.22,-4.22,-63.07,5636816.57,26.9,19.5,12.4,9.6,25.2,174.6,141.1,116.8,107.3
Quiscalus_lugubris,Neotropic,Omnivore,Omnivore,NA,Icteridae,Passeriformes,Human Modified,Generalist,-0.44,16.82,7.24,-67.36,916403.68,27,17.8,5.6,7.9,27.5,109.5,84.3,87.5,63
Quiscalus_major,Nearctic,Carnivore,Omnivore,NA,Icteridae,Passeriformes,Wetland,Terrestrial,24.99,41.14,30.85,-81.65,202767.11,39.6,28.1,7,10.6,43.9,159.5,111.9,141.8,151.2
Quiscalus_mexicanus,Nearctic,Omnivore,Omnivore,NA,Icteridae,Passeriformes,Human Modified,Terrestrial,-3.64,43.84,29.28,-101.43,5121813.66,42.1,29.3,8.1,12.5,46.8,172.5,126.5,183.8,160.5
Quiscalus_nicaraguensis,Neotropic,Omnivore,Omnivore,NA,Icteridae,Passeriformes,Wetland,Terrestrial,10.72,12.58,11.61,-85.48,7099.2,30.8,20.5,5.9,8.3,32.9,116.2,90.4,119.8,63.4
Quiscalus_niger,Neotropic,Omnivore,Omnivore,NA,Icteridae,Passeriformes,Human Modified,Terrestrial,17.54,23.28,20.32,-75.61,207006.01,32.9,22.7,6,8.6,33.4,135.5,108.7,104.2,72.2
Quiscalus_quiscula,Nearctic,Carnivore,Omnivore,NA,Icteridae,Passeriformes,Wetland,Terrestrial,24.53,61.37,44.95,-93.93,8216640.27,31.5,21.8,7.2,10.2,34.4,124.2,92.8,112,105.2
Rallina_canningi,Indo_Malay,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Wetland,Terrestrial,10.51,13.58,12.31,92.77,5240.42,31.2,16,4.1,7.8,55.3,148.8,137.3,75.2,119.7
Rallina_eurizonoides,Indo_Malay,Omnivore,Omnivore,NA,Rallidae,Gruiformes,Forest,Terrestrial,-5.71,31.12,18.18,103.78,2090656.41,25,13.1,3.7,6.4,43.1,124.2,95.5,61.2,109
Rallina_fasciata,Indo_Malay,Carnivore,Omnivore,NA,Rallidae,Gruiformes,Wetland,Terrestrial,-10.37,24.82,4.3,108.5,1943821.53,25,12.7,3.5,6.1,37.4,121.5,88,47,100
Rallina_forbesi,Australian,Carnivore,Invertivore,Invertivore ground,Rallidae,Gruiformes,Forest,Terrestrial,-10.42,-3.34,-5.77,142.72,196864.35,29.6,15.8,4.5,7.5,39,105.6,99.1,53.8,85.1
Rallina_leucospila,Australian,Carnivore,Invertivore,Invertivore ground,Rallidae,Gruiformes,Forest,Terrestrial,-2.9,-0.44,-1.11,133.31,16734.29,28.3,14.1,3.9,6.9,38.5,101,93.5,65,120
Rallina_mayri,Australian,Carnivore,Invertivore,Invertivore ground,Rallidae,Gruiformes,Forest,Terrestrial,-3.82,-2.4,-3.42,142.38,12498.7,28,15.5,4.9,7.8,34.3,109.4,102.5,66.7,122.9
Rallina_rubra,Australian,Carnivore,Invertivore,Invertivore ground,Rallidae,Gruiformes,Forest,Terrestrial,-6.37,-0.87,-4.32,139.32,104309.04,24.6,11.7,4.1,6.4,36.5,84,80.5,53,81
Rallina_tricolor,Australian,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Forest,Terrestrial,-19.75,0.04,-5.7,141.08,727507.1,32.8,17.3,4.8,8.9,48.8,134.5,112.2,60,178
Rallus_antarcticus,Neotropic,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Wetland,Terrestrial,-53.9,-40.38,-49.58,-70.18,116492.9,32.4,22,3.2,5.2,28.8,91.2,64,48.5,60.4
Rallus_aquaticus,Palearctic,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Wetland,Terrestrial,24.01,63.76,47.81,62.34,15247128.44,39.8,26.8,3.4,6.2,37.8,118,82.1,49.1,110.7
Rallus_caerulescens,Afrotropic,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Wetland,Terrestrial,-34.84,13.61,-13.68,29.18,5673805.66,49.4,32.9,3.9,7.4,38.9,116.2,94.3,40.8,162.1
Rallus_elegans,Nearctic,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Wetland,Terrestrial,17.85,47.12,35.64,-89.39,3370002.52,60.2,28.9,4.1,7.1,51.3,154.9,117.3,58.8,313.3
Rallus_limicola,Nearctic,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Wetland,Terrestrial,-17.32,55.34,43.23,-100.95,5650094.92,37.8,24.8,2.9,5.4,32.4,101,74.2,38.6,84.1
Rallus_longirostris,Neotropic,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Coastal,Terrestrial,-28.62,43.46,13.27,-70.21,643613.12,59,29.7,4.7,7.6,46.8,142.3,111.8,53.1,259.4
Rallus_madagascariensis,Madagascar,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Wetland,Terrestrial,-25.06,-14.18,-19.14,48.36,149530.83,55.7,42,4.8,7.4,37.6,105.8,84.5,40,114
Rallus_semiplumbeus,Neotropic,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Wetland,Terrestrial,4.27,5.56,4.68,-74.18,728.49,41.1,28.1,3.6,6.1,37.8,105,81,41.5,160.8
Rallus_wetmorei,Neotropic,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Gruiformes,Woodland,Terrestrial,10.43,10.96,10.7,-68.11,117.29,55,37,4.5,9.2,45.6,128,105,46,160.8
Ramphastos_ambiguus,Neotropic,Omnivore,Frugivore,Fugivore glean,Ramphastidae,Piciformes,Forest,Insessorial,-12.44,10.76,-1.15,-74.74,164543.03,149.2,143.8,36.6,48.3,48.7,210.8,193.1,155.5,651.7
Ramphastos_brevis,Neotropic,Herbivore,Frugivore,Fugivore glean,Ramphastidae,Piciformes,Forest,Insessorial,-3.57,7.54,2.89,-77.98,105684.5,126.4,120.4,32.9,42.6,44.3,196.2,168.1,140.2,412
Ramphastos_dicolorus,Neotropic,Herbivore,Frugivore,Fugivore glean,Ramphastidae,Piciformes,Forest,Insessorial,-30.33,-17.42,-23.65,-50.47,1394133.06,104.3,100,30.1,33.4,46.1,191.8,164.9,181.2,331
Ramphastos_sulfuratus,Neotropic,Omnivore,Frugivore,Fugivore glean,Ramphastidae,Piciformes,Forest,Insessorial,6.94,21.79,14.77,-86.17,679911.57,135,132,33.9,45.8,47.4,202.4,172.5,164.2,409.7
Ramphastos_swainsonii,Neotropic,Omnivore,Frugivore,Fugivore glean,Ramphastidae,Piciformes,Forest,Insessorial,-3.59,15.94,6.72,-78.47,432957.14,160.8,157,39.9,55.1,52.5,237,208.9,169,651.7
Ramphastos_toco,Neotropic,Herbivore,Frugivore,Fugivore glean,Ramphastidae,Piciformes,Grassland,Insessorial,-33.75,7.3,-17.49,-53.46,4573489.81,196.5,196.5,40.7,56.3,50.1,239.8,182.9,159.5,618
Ramphastos_tucanus,Neotropic,Herbivore,Frugivore,Fugivore glean,Ramphastidae,Piciformes,Forest,Insessorial,-18.41,10.77,-4.5,-62.06,7331006.3,166,164.1,37.6,51.5,51.3,233,200,152.2,659.6
Ramphastos_vitellinus,Neotropic,Omnivore,Frugivore,Fugivore glean,Ramphastidae,Piciformes,Forest,Insessorial,-28.08,10.84,-5.59,-59.89,8261986.12,119.5,118.6,30.9,41.1,45,190,165.3,154.2,360.4
Ramphocaenus_melanurus,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Polioptilidae,Passeriformes,Forest,Insessorial,-27.6,21.55,-2.65,-63.46,9179813.29,24.2,16,2.5,3,20,47.3,42.8,44.9,9.7
Ramphocelus_bresilius,Neotropic,Omnivore,Omnivore,NA,Thraupidae,Passeriformes,Shrubland,Insessorial,-27.18,-6.13,-17.58,-41.22,377620.27,18.3,12.1,6.6,7.6,20.7,81.5,70.7,79,32.9
Ramphocelus_carbo,Neotropic,Omnivore,Omnivore,NA,Thraupidae,Passeriformes,Human Modified,Insessorial,-24.78,11.54,-6.98,-58.6,10498944.34,17.3,11.8,7.4,7.6,21.3,77.1,64.3,78.1,25.9
Ramphocelus_costaricensis,Neotropic,Omnivore,Omnivore,NA,Thraupidae,Passeriformes,Shrubland,Insessorial,8.03,10.13,8.93,-83.26,17833.56,19.1,12.8,7.8,8,22.1,77.6,66.4,76.5,31.2
Ramphocelus_dimidiatus,Neotropic,Omnivore,Omnivore,NA,Thraupidae,Passeriformes,Shrubland,Insessorial,1.52,11.57,7.54,-75.35,475288.52,18,11.8,6.4,7.5,20.7,76.9,64,70.2,28
Ramphocelus_flammigerus,Neotropic,Omnivore,Frugivore,Fugivore glean,Thraupidae,Passeriformes,Forest,Insessorial,2.29,7.09,4.84,-76,31694.68,21.5,13,8,8.2,24.5,89.8,76.2,69.2,33
Ramphocelus_icteronotus,Neotropic,Herbivore,Frugivore,Fugivore glean,Thraupidae,Passeriformes,Forest,Insessorial,-4.03,9.64,4.56,-77.22,245249.94,19.4,13.1,7.8,8.1,24,81.9,69.4,68.8,33
Ramphocelus_melanogaster,Neotropic,Omnivore,Omnivore,NA,Thraupidae,Passeriformes,Shrubland,Insessorial,-12.02,-5.36,-8.37,-76.26,76666.78,16.5,11.2,7.5,7.8,20.6,79.2,66.2,70.8,25
Ramphocelus_nigrogularis,Neotropic,Omnivore,Omnivore,NA,Thraupidae,Passeriformes,Forest,Insessorial,-13.06,4.14,-5.66,-68.29,2107052.18,19.7,13.6,6.9,8.2,19.9,84.3,70,76,31
